# 2theta Imp/s
26.0	29.0
26.1	39.0
26.2	46.0
26.3	43.0
26.4	53.0
26.5	61.0
26.6	66.0
26.7	77.0
26.8	80.0
26.9	84.0
27.0	93.0
27.1	109.0
27.2	108.0
27.3	103.0
27.4	124.0
27.5	120.0
27.6	127.0
27.7	132.0
27.8	131.0
27.9	141.0
28.0	143.0
28.1	142.0
28.2	149.0
28.3	145.0
28.4	134.0
28.5	127.0
28.6	123.0
28.7	105.0
28.8	102.0
28.9	92.0
29.0	82.0
29.1	75.0
29.2	65.0
29.3	54.0
29.4	50.0
29.5	37.0
29.6	32.0
29.7	39.0
29.8	36.0
29.9	28.0
30.0	27.0
